title,text,label
"Chính phủ công bố chính sách học phí mới","Bộ Giáo dục và Đào tạo chính thức công bố chính sách hỗ trợ học phí cho sinh viên từ năm học mới, áp dụng từ tháng 9 năm nay theo nghị quyết của Quốc hội",reliable
"Giá xăng giảm từ ngày mai","Bộ Công Thương thông báo giá xăng sẽ được điều chỉnh giảm trong kỳ điều hành tới theo quyết định của liên bộ Công Thương và Tài chính",reliable
"Cảnh báo mưa lớn diện rộng tại miền Trung","Trung tâm Dự báo Khí tượng Thủy văn Quốc gia cảnh báo mưa lớn kéo dài ở miền Trung trong 3 ngày tới, khuyến cáo người dân cần cẩn thận",reliable
"Ngân hàng Nhà nước điều chỉnh lãi suất điều hành","Ngân hàng Nhà nước vừa công bố mức điều chỉnh lãi suất điều hành theo thông báo chính thức nhằm hỗ trợ nền kinh tế phục hồi sau đại dịch",reliable
"Thành phố Hà Nội triển khai tuyến xe buýt điện mới","Sở Giao thông Vận tải Hà Nội thông báo đưa vào hoạt động tuyến xe buýt điện mới từ đầu tháng tới phục vụ người dân đi lại thuận tiện",reliable
"Bộ Y tế khuyến cáo phòng chống dịch sốt xuất huyết","Thông báo chính thức từ Bộ Y tế nhấn mạnh việc diệt lăng quăng và vệ sinh môi trường để phòng chống sốt xuất huyết mùa mưa",reliable
"Giá vàng trong nước tăng nhẹ theo thị trường quốc tế","Theo các doanh nghiệp kinh doanh vàng trong nước giá vàng sáng nay tăng nhẹ so với hôm qua theo diễn biến thị trường quốc tế",reliable
"Trường đại học công bố lịch tuyển sinh 2024","Các trường đại học phát hành thông báo tuyển sinh chính thức trên website và cổng thông tin điện tử của bộ giáo dục đào tạo",reliable
"Việt Nam đạt thặng dư thương mại 8 tỷ USD","Tổng cục Thống kê công bố Việt Nam đạt thặng dư thương mại khoảng 8 tỷ USD trong 6 tháng đầu năm theo báo cáo chính thức",reliable
"Bộ Nông nghiệp hỗ trợ nông dân vùng lũ","Bộ Nông nghiệp và Phát triển Nông thôn triển khai gói hỗ trợ cho nông dân bị ảnh hưởng bởi lũ lụt tại các tỉnh miền Trung và Tây Nguyên",reliable
"Hà Nội khánh thành cầu vượt mới giảm ùn tắc","Thành phố Hà Nội chính thức khánh thành cầu vượt thép tại nút giao Trường Chinh nhằm giảm thiểu tình trạng ùn tắc giao thông nghiêm trọng",reliable
"Chính phủ phê duyệt dự án cao tốc Bắc Nam giai đoạn 2","Thủ tướng Chính phủ ký quyết định phê duyệt dự án đường bộ cao tốc Bắc Nam phía Đông giai đoạn 2 với tổng vốn đầu tư lớn từ ngân sách nhà nước",reliable
"Tỷ lệ thất nghiệp quý 3 giảm xuống mức thấp","Theo Tổng cục Thống kê tỷ lệ thất nghiệp trong độ tuổi lao động quý 3 giảm xuống còn khoảng 2 phần trăm nhờ phục hồi kinh tế",reliable
"Bộ Khoa học công nhận giống lúa mới năng suất cao","Bộ Khoa học và Công nghệ chính thức công nhận 5 giống lúa mới có năng suất cao cho vùng đồng bằng sông Cửu Long qua kiểm định khoa học",reliable
"TP HCM triển khai thẻ đi xe buýt tháng không giới hạn","Trung tâm Quản lý Giao thông Công cộng TP HCM thông báo phát hành vé tháng xe buýt không giới hạn chuyến với giá ưu đãi cho người dân",reliable
"WHO khuyến cáo tiêm vắc xin cúm trước mùa đông","Tổ chức Y tế Thế giới khuyến cáo người dân nên tiêm vắc xin cúm trước mùa đông để phòng tránh dịch bệnh theo hướng dẫn y tế chuẩn",reliable
"Giải vô địch bóng đá quốc gia V-League khai mạc","Liên đoàn Bóng đá Việt Nam thông báo lịch khai mạc mùa giải V-League 2024 với sự tham gia của 14 đội bóng trên toàn quốc",reliable
"Bộ Tài nguyên ban hành quy định bảo vệ rừng mới","Bộ Tài nguyên và Môi trường ban hành thông tư mới về quản lý và bảo vệ rừng tự nhiên nhằm ngăn chặn phá rừng trái phép",reliable
"Ngân hàng Thế giới nâng dự báo tăng trưởng Việt Nam","Ngân hàng Thế giới nâng dự báo tăng trưởng GDP của Việt Nam lên 6,5 phần trăm cho năm 2024 dựa trên số liệu kinh tế vĩ mô",reliable
"Bộ Giáo dục triển khai chương trình sách giáo khoa mới","Bộ Giáo dục và Đào tạo chính thức triển khai bộ sách giáo khoa mới theo Chương trình Giáo dục Phổ thông 2018 toàn quốc",reliable
"Vùng áp thấp nhiệt đới mạnh lên thành bão số 3","Trung tâm Dự báo Khí tượng Thủy văn Quốc gia thông báo vùng áp thấp nhiệt đới trên biển Đông mạnh lên thành bão số 3",reliable
"Hải quan phát hiện đường dây buôn lậu hàng điện tử","Cục Hải quan TP HCM đã phát hiện và bắt giữ một đường dây buôn lậu hàng điện tử nhập lậu qua đường bưu điện trị giá hàng tỷ đồng",reliable
"Đại học Quốc gia Hà Nội tuyển sinh thạc sĩ đợt 2","Đại học Quốc gia Hà Nội thông báo mở đăng ký tuyển sinh đào tạo thạc sĩ đợt 2 năm 2024 theo hình thức trực tuyến và trực tiếp",reliable
"Doanh thu du lịch nội địa đạt kỷ lục trong dịp lễ","Tổng cục Du lịch thông báo doanh thu du lịch nội địa đạt kỷ lục trong dịp lễ với hàng triệu lượt khách theo số liệu thống kê chính thức",reliable
"Bộ Công an ra mắt ứng dụng định danh điện tử VneID","Bộ Công an chính thức ra mắt ứng dụng định danh điện tử VneID cho phép công dân sử dụng thay CMND khi giao dịch hành chính",reliable
"Viện Hàn lâm Khoa học Việt Nam công bố nghiên cứu vật liệu mới","Các nhà khoa học Việt Nam công bố nghiên cứu về vật liệu polymer mới có ứng dụng trong y tế và công nghiệp trên tạp chí quốc tế",reliable
"TP HCM xây dựng thêm bệnh viện dã chiến dự phòng","Ủy ban Nhân dân TP HCM phê duyệt kế hoạch xây dựng thêm các bệnh viện dã chiến để đảm bảo năng lực y tế dự phòng quốc gia",reliable
"Cục Hàng không mở thêm đường bay quốc tế mới","Cục Hàng không Việt Nam thông báo mở thêm các đường bay quốc tế thẳng đến các thành phố lớn ở châu Âu và Đông Bắc Á",reliable
"Giá điện sinh hoạt sẽ được điều chỉnh theo lộ trình","Tập đoàn Điện lực Việt Nam thông báo giá điện sinh hoạt sẽ được điều chỉnh theo lộ trình được Chính phủ phê duyệt và công khai",reliable
"Bộ Y tế cấp phép thêm 5 loại vắc xin phòng bệnh mới","Bộ Y tế cấp phép lưu hành thêm 5 loại vắc xin phòng bệnh mới đã được kiểm định chất lượng an toàn theo tiêu chuẩn WHO",reliable
"Quốc hội thông qua Luật Đất đai sửa đổi","Quốc hội chính thức thông qua Luật Đất đai sửa đổi với đa số phiếu thuận tại kỳ họp thứ 6 sau nhiều tháng thảo luận",reliable
"Sở Y tế cảnh báo dịch tay chân miệng tăng cao","Sở Y tế TP HCM phát cảnh báo dịch tay chân miệng có xu hướng tăng và khuyến cáo phụ huynh cần chú ý vệ sinh cho trẻ",reliable
"Bộ Công Thương xử phạt doanh nghiệp vi phạm nhãn hàng","Cục Quản lý thị trường đã xử phạt hành chính nhiều doanh nghiệp vi phạm quy định về nhãn hiệu hàng hóa theo quy định pháp luật",reliable
"Nghiên cứu mới về tác dụng của trà xanh với sức khỏe","Nghiên cứu khoa học được công bố trên tạp chí quốc tế cho thấy trà xanh có thể hỗ trợ giảm nguy cơ tim mạch theo đánh giá của các chuyên gia",reliable
"Chỉ số VN-Index tăng mạnh phiên cuối tuần","Thị trường chứng khoán ghi nhận phiên giao dịch tích cực khi chỉ số VN-Index tăng điểm cuối tuần nhờ nhóm cổ phiếu ngân hàng dẫn dắt",reliable
"Đội tuyển Việt Nam giành vé vào vòng loại cuối","Liên đoàn Bóng đá Việt Nam thông báo đội tuyển quốc gia đã giành quyền tham dự vòng loại cuối World Cup khu vực châu Á",reliable
"Bộ Giao thông siết chặt kiểm tra xe khách dịp Tết","Bộ Giao thông Vận tải tăng cường kiểm tra tải trọng và an toàn phương tiện vận tải hành khách trong dịp Tết Nguyên Đán",reliable
"Chính sách thuế TNCN mới có lợi cho người lao động","Bộ Tài chính đề xuất sửa đổi mức giảm trừ gia cảnh trong thuế thu nhập cá nhân để phù hợp với mức sống hiện tại của người dân",reliable
"Đại học Bách Khoa lọt top 100 châu Á theo bảng xếp hạng QS","Trường Đại học Bách Khoa Hà Nội được tạp chí QS xếp vào danh sách 100 trường đại học hàng đầu châu Á dựa trên các tiêu chí nghiên cứu",reliable
"Sản lượng xuất khẩu nông sản tăng trưởng 20 phần trăm","Bộ Nông nghiệp và Phát triển Nông thôn cho biết sản lượng xuất khẩu nông sản 9 tháng đầu năm tăng gần 20 phần trăm so với cùng kỳ",reliable
"Bộ Lao động công bố mức lương tối thiểu vùng 2024","Bộ Lao động Thương binh và Xã hội công bố mức lương tối thiểu vùng tăng bình quân từ đầu năm 2024 theo Nghị định của Chính phủ",reliable
"Hà Nội thí điểm mô hình trường học thông minh","Sở Giáo dục Đào tạo Hà Nội thí điểm triển khai mô hình trường học thông minh tại 20 trường tiểu học và THCS trên địa bàn",reliable
"Chính phủ họp phiên thường kỳ đánh giá kinh tế xã hội","Thủ tướng chủ trì phiên họp Chính phủ thường kỳ đánh giá tình hình kinh tế xã hội tháng qua và triển khai nhiệm vụ trọng tâm",reliable
"Bộ Giáo dục điều chỉnh quy chế thi tốt nghiệp THPT","Bộ Giáo dục và Đào tạo ban hành thông tư sửa đổi bổ sung quy chế thi tốt nghiệp trung học phổ thông năm nay nhằm đảm bảo công bằng",reliable
"Hà Nội lắp đặt thêm trạm sạc xe điện công cộng","Ủy ban Nhân dân thành phố Hà Nội cấp phép cho các đơn vị lắp đặt thêm hàng trăm trạm sạc xe điện tại các quận trung tâm",reliable
"Tập đoàn VinFast xuất khẩu lô xe điện sang thị trường Mỹ","Lô xe điện thông minh của hãng xe Việt Nam đã chính thức cập cảng bang California để bàn giao cho khách hàng Mỹ theo hợp đồng",reliable
"Ngành du lịch đón khách quốc tế tăng trưởng mạnh","Tổng cục Thống kê cho biết lượng khách du lịch quốc tế đến Việt Nam tăng gần gấp đôi so với cùng kỳ năm ngoái đạt mốc ấn tượng",reliable
"Bộ Khoa học công bố bản đồ công nghệ ngành năng lượng","Bộ Khoa học và Công nghệ phối hợp xây dựng bản đồ công nghệ phục vụ lộ trình phát triển năng lượng bền vững quốc gia đến 2030",reliable
"Hội thảo quốc tế về bảo tồn đa dạng sinh học tại Đà Nẵng","Các nhà khoa học trong và ngoài nước thảo luận về giải pháp bảo tồn hệ sinh thái rừng nhiệt đới tại bán đảo Sơn Trà Đà Nẵng",reliable
"Thủ tướng phê duyệt chiến lược chuyển đổi số quốc gia","Thủ tướng Chính phủ ký quyết định ban hành Chiến lược chuyển đổi số quốc gia đến năm 2030 định hướng phát triển xã hội số",reliable
"Bình Dương thu hút thêm dòng vốn FDI lớn từ châu Âu","Tỉnh Bình Dương trao giấy chứng nhận đăng ký đầu tư cho 5 dự án của các doanh nghiệp châu Âu với tổng số vốn đăng ký lớn",reliable
"Nâng cấp tuyến đường sắt Bắc Nam qua đèo Hải Vân","Tổng công ty Đường sắt Việt Nam khởi công dự án gia cố hầm và cải tạo đường ray đoạn qua đèo Hải Vân nâng cao an toàn chạy tàu",reliable
"Quỹ bảo hiểm y tế thanh toán 95 phần trăm chi phí điều trị ung thư","Bảo hiểm xã hội Việt Nam thông báo quỹ bảo hiểm y tế sẽ thanh toán tới 95 phần trăm chi phí điều trị một số bệnh ung thư theo chính sách",reliable
"Chương trình vaccine sởi miễn phí cho trẻ em","Bộ Y tế triển khai chiến dịch tiêm vaccine sởi miễn phí cho trẻ em từ 9 tháng đến dưới 5 tuổi trong toàn quốc theo kế hoạch tiêm chủng mở rộng",reliable
"Kinh tế Việt Nam tăng trưởng 7 phần trăm trong quý 2","Tổng cục Thống kê công bố GDP quý 2 tăng trưởng 7 phần trăm so với cùng kỳ năm trước nhờ xuất khẩu và tiêu dùng nội địa phục hồi",reliable
"Bộ Công an triệt phá đường dây lừa đảo qua mạng","Cục An ninh mạng Bộ Công an triệt phá thành công đường dây lừa đảo trực tuyến quy mô lớn, bắt giữ nhiều đối tượng liên quan",reliable
"Hà Nội mở rộng vùng cấm đốt rơm rạ sau thu hoạch","Sở Tài nguyên Môi trường Hà Nội mở rộng vùng cấm đốt rơm rạ đến toàn bộ các huyện ngoại thành nhằm giảm ô nhiễm không khí",reliable
"Ngân hàng Vietcombank công bố lợi nhuận kỷ lục","Ngân hàng TMCP Ngoại Thương Việt Nam công bố kết quả kinh doanh với lợi nhuận trước thuế đạt mức kỷ lục trong năm tài chính",reliable
"Bộ Y tế phê duyệt phác đồ điều trị COVID-19 mới","Bộ Y tế ban hành phác đồ điều trị COVID-19 cập nhật theo khuyến cáo của Tổ chức Y tế Thế giới và các nghiên cứu lâm sàng mới nhất",reliable
"TP HCM hoàn thành tuyến metro số 1 Bến Thành Suối Tiên","Ban Quản lý Đường sắt Đô thị TP HCM thông báo tuyến metro số 1 Bến Thành Suối Tiên đã hoàn thành các thử nghiệm kỹ thuật",reliable
"Chính phủ ban hành nghị định về thương mại điện tử mới","Chính phủ ban hành nghị định quy định về hoạt động thương mại điện tử nhằm tăng cường bảo vệ quyền lợi người tiêu dùng trực tuyến",reliable
"Bộ Quốc phòng tổ chức diễn tập quân sự thường niên","Bộ Quốc phòng Việt Nam tổ chức cuộc diễn tập quân sự thường niên nhằm nâng cao khả năng sẵn sàng chiến đấu của các đơn vị",reliable
"Xuất khẩu thủy sản đạt 9 tỷ USD vượt kế hoạch năm","Hiệp hội Chế biến và Xuất khẩu Thủy sản Việt Nam cho biết kim ngạch xuất khẩu thủy sản cả năm đạt 9 tỷ USD vượt mục tiêu đề ra",reliable
"Bộ Tài chính công bố dự toán ngân sách nhà nước 2025","Bộ Tài chính trình Quốc hội dự toán thu chi ngân sách nhà nước năm 2025 với mục tiêu bội chi dưới 4 phần trăm GDP",reliable
"Điện Biên Phủ tổ chức kỷ niệm 70 năm chiến thắng lịch sử","Ban tổ chức các hoạt động kỷ niệm 70 năm chiến thắng Điện Biên Phủ thông báo chương trình sự kiện hoành tráng thu hút đông đảo người tham gia",reliable
"UBND TP Đà Nẵng phê duyệt quy hoạch đô thị đến 2030","Ủy ban Nhân dân thành phố Đà Nẵng phê duyệt đồ án quy hoạch phân khu đô thị đến năm 2030 tầm nhìn 2045 theo định hướng phát triển bền vững",reliable
"Bộ Thông tin triển khai đề án phổ cập kỹ năng số","Bộ Thông tin và Truyền thông triển khai đề án phổ cập kỹ năng số quốc gia nhằm nâng cao năng lực số cho người dân đến năm 2025",reliable
"Ngân hàng Nhà nước cấp phép ngân hàng số đầu tiên tại Việt Nam","Ngân hàng Nhà nước Việt Nam cấp phép hoạt động cho ngân hàng số đầu tiên theo khung pháp lý mới về fintech và ngân hàng số",reliable
"Giải thưởng khoa học công nghệ VinFuture công bố giải thưởng","Hội đồng giải thưởng VinFuture công bố danh sách các nhà khoa học xuất sắc nhận giải thưởng về công nghệ có tác động toàn cầu",reliable
"Bộ Xây dựng siết chặt quản lý dự án bất động sản","Bộ Xây dựng ban hành thông tư tăng cường quản lý các dự án bất động sản nhà ở thương mại nhằm bảo vệ quyền lợi người mua nhà",reliable
"Hà Nội công bố danh sách trường học đạt chuẩn quốc gia","Sở Giáo dục và Đào tạo Hà Nội công bố danh sách các trường học đạt chuẩn quốc gia mức độ 1 và mức độ 2 năm học này",reliable
"Bộ Nội vụ sắp xếp lại đơn vị hành chính cấp huyện xã","Bộ Nội vụ trình Chính phủ đề án sắp xếp đơn vị hành chính cấp huyện cấp xã giai đoạn 2023 đến 2030 theo tiêu chí mới",reliable
"Việt Nam tổ chức thành công Hội nghị ASEAN 2024","Bộ Ngoại giao Việt Nam thông báo Hội nghị ASEAN 2024 diễn ra thành công tốt đẹp với sự tham dự của lãnh đạo cấp cao các nước thành viên",reliable
"Sở Giao thông TP HCM thí điểm đường dành riêng xe đạp","Sở Giao thông Vận tải TP HCM thí điểm xây dựng làn đường dành riêng cho xe đạp trên một số tuyến đường trung tâm thành phố",reliable
"Bộ Y tế ra mắt hệ thống bệnh viện điện tử toàn quốc","Bộ Y tế chính thức vận hành hệ thống bệnh viện điện tử kết nối dữ liệu sức khỏe người dân toàn quốc phục vụ khám chữa bệnh từ xa",reliable
"Kim ngạch nhập khẩu máy móc thiết bị tăng 15 phần trăm","Tổng cục Thống kê cho biết kim ngạch nhập khẩu máy móc thiết bị tăng 15 phần trăm trong 6 tháng đầu năm phục vụ sản xuất công nghiệp",reliable
"Hội đồng Nhân dân tỉnh Quảng Nam thông qua ngân sách tỉnh","Hội đồng Nhân dân tỉnh Quảng Nam thông qua nghị quyết về dự toán thu chi ngân sách địa phương năm tới tại kỳ họp thường niên",reliable
"Cục Sở hữu trí tuệ cấp bằng sáng chế cho 500 sản phẩm","Cục Sở hữu trí tuệ Việt Nam cấp bằng sáng chế và văn bằng bảo hộ cho hàng trăm sản phẩm phát minh trong nước và quốc tế",reliable
"Bộ Lao động hỗ trợ đào tạo lại cho lao động bị mất việc","Bộ Lao động Thương binh và Xã hội triển khai chương trình hỗ trợ đào tạo nghề lại cho người lao động bị ảnh hưởng bởi tự động hóa",reliable
"Tổng công ty Đường sắt đưa vào khai thác tàu cao tốc mới","Tổng công ty Đường sắt Việt Nam đưa vào khai thác thêm đoàn tàu cao tốc thế hệ mới trên tuyến Hà Nội TP Hồ Chí Minh",reliable
"Bộ Văn hóa phê duyệt quy hoạch khu di sản thế giới Huế","Bộ Văn hóa Thể thao và Du lịch phê duyệt quy hoạch bảo tồn và phát huy giá trị quần thể di tích Cố đô Huế đến năm 2030",reliable
"Doanh nghiệp Việt Nam xuất khẩu phần mềm đạt 7 tỷ USD","Hiệp hội Phần mềm Dịch vụ Công nghệ Thông tin Việt Nam thông báo kim ngạch xuất khẩu phần mềm và dịch vụ số đạt 7 tỷ USD",reliable
"Cục Quản lý Dược thu hồi thuốc không đạt chất lượng","Cục Quản lý Dược Bộ Y tế ban hành quyết định thu hồi một số lô thuốc không đạt tiêu chuẩn chất lượng theo kết quả kiểm nghiệm",reliable
"Thành phố Cần Thơ xây dựng khu công nghiệp sinh thái","Ủy ban Nhân dân thành phố Cần Thơ phê duyệt chủ trương đầu tư xây dựng khu công nghiệp sinh thái kết hợp khu đô thị xanh",reliable
"Bộ Khoa học hỗ trợ khởi nghiệp công nghệ đổi mới sáng tạo","Bộ Khoa học và Công nghệ công bố chương trình hỗ trợ 200 doanh nghiệp khởi nghiệp sáng tạo trong lĩnh vực công nghệ cao",reliable
"Giá gạo xuất khẩu của Việt Nam cao nhất thế giới","Theo Hiệp hội Lương thực Việt Nam giá gạo xuất khẩu của Việt Nam hiện đang ở mức cao nhất thế giới vượt qua Thái Lan và Ấn Độ",reliable
"Bộ Y tế phê duyệt chính sách khám chữa bệnh không tiền mặt","Bộ Y tế ban hành thông tư hướng dẫn thanh toán không dùng tiền mặt trong hệ thống khám chữa bệnh và bảo hiểm y tế trên toàn quốc",reliable
"Việt Nam đăng ký thành công nhãn hiệu nước mắm Phú Quốc","Cục Sở hữu trí tuệ xác nhận nhãn hiệu địa lý nước mắm Phú Quốc đã được bảo hộ tại nhiều thị trường quốc tế quan trọng",reliable
"Hà Nội triển khai hệ thống camera AI giám sát giao thông","Sở Giao thông Vận tải Hà Nội triển khai hệ thống camera trí tuệ nhân tạo tại 100 nút giao thông để phát hiện và xử lý vi phạm",reliable
"Chương trình phủ xanh đồi trọc trồng mới 1 triệu cây","Bộ Nông nghiệp và Phát triển Nông thôn triển khai chương trình trồng mới 1 triệu cây xanh trên các đồi trọc vùng Tây Bắc",reliable
"Bộ Tài chính giảm thuế nhập khẩu linh kiện điện tử","Bộ Tài chính ban hành quyết định giảm thuế nhập khẩu linh kiện điện tử phục vụ sản xuất trong nước theo cam kết hội nhập",reliable
"Cảnh sát biển bắt giữ tàu vận chuyển hàng lậu trên biển","Cảnh sát Biển Việt Nam phối hợp với Hải quan phát hiện và bắt giữ tàu vận chuyển hàng hóa nhập lậu trên vùng biển phía Nam",reliable
